player_id,total_playtime_hours,number_of_sessions,avg_session_time_minutes,purchases_made,level_achieved,days_since_last_login,churned
player_5276,44.92,58,52.95,2,82,39,1
player_5277,15.92,46,49.07,3,70,21,1
player_5278,12.47,48,58.53,2,82,26,0
player_5279,25.33,43,26.16,0,89,55,1
player_5280,7.36,45,59.91,1,15,50,1
player_5281,40.78,43,47.81,2,11,57,1
player_5282,45.01,39,54.81,0,23,48,1
player_5283,50.7,64,36.96,2,12,16,1
player_5284,61.48,47,27.19,0,32,25,0
player_5285,25.91,57,43.63,1,37,30,1
player_5286,77.25,64,46.36,1,78,38,1
player_5287,72.13,46,31.75,2,52,43,1
player_5288,14.0,39,50.95,4,93,44,1
player_5289,32.37,51,48.57,0,91,8,0
player_5290,2.7,48,60.26,0,47,43,0
player_5291,77.99,54,45.62,3,62,40,1
player_5292,60.72,38,57.95,5,10,33,1
player_5293,90.23,42,45.38,0,59,26,1
player_5294,8.4,53,46.74,0,46,51,1
player_5295,47.95,37,52.1,3,16,7,1
player_5296,22.03,58,46.96,3,66,16,0
player_5297,4.59,59,37.45,3,12,39,1
player_5298,67.02,45,31.67,4,66,11,0
player_5299,11.31,50,36.18,2,5,59,1
player_5300,43.59,47,49.06,1,36,44,1
player_5301,21.83,53,48.76,0,38,23,1
player_5302,38.26,50,57.68,1,36,43,1
player_5303,62.07,41,44.56,4,22,44,1
player_5304,38.34,57,49.04,2,62,57,1
player_5305,15.64,45,53.54,3,93,52,1
player_5306,118.63,47,31.09,2,21,48,1
player_5307,26.21,40,34.87,2,71,28,1
player_5308,18.47,59,55.43,1,23,45,0
player_5309,31.6,56,35.87,1,16,51,0
player_5310,8.61,56,38.0,3,87,36,1
player_5311,19.91,54,51.66,1,78,12,0
player_5312,27.5,43,31.43,2,24,4,0
player_5313,40.64,38,34.59,4,41,17,1
player_5314,35.01,48,44.11,3,46,38,0
player_5315,48.04,59,37.94,1,94,12,1
player_5316,32.59,49,28.83,3,50,55,1
player_5317,71.57,64,43.9,2,87,52,1
player_5318,54.05,52,49.82,7,42,15,0
player_5319,45.4,42,34.03,2,33,38,1
player_5320,79.66,45,42.99,2,78,28,1
player_5321,79.65,36,57.22,1,53,13,0
player_5322,36.95,42,49.4,0,21,39,1
player_5323,25.2,46,34.92,0,7,21,1
player_5324,39.55,46,56.26,1,8,19,0
player_5325,30.49,45,49.56,6,62,28,0
player_5326,24.4,39,41.89,2,29,35,1
player_5327,38.4,59,51.09,1,65,31,1
player_5328,44.4,53,37.74,1,57,11,0
player_5329,52.24,46,44.4,4,14,21,0
player_5330,88.24,54,41.41,6,28,16,1
player_5331,41.21,47,56.22,3,41,46,0
player_5332,33.15,65,34.37,5,96,45,1
player_5333,65.89,39,50.28,3,31,27,0
player_5334,17.05,45,43.23,1,2,13,0
player_5335,7.44,54,37.5,1,67,43,0
player_5336,47.48,48,33.96,1,56,32,0
player_5337,26.13,59,55.05,2,64,24,0
player_5338,27.72,62,51.42,1,13,44,1
player_5339,16.7,50,28.16,1,8,12,0
player_5340,75.07,55,51.11,0,95,40,0
player_5341,7.77,49,30.72,4,57,21,1
player_5342,50.9,53,48.72,3,50,2,0
player_5343,33.5,52,20.34,3,53,53,0
player_5344,91.91,55,21.44,3,11,45,0
player_5345,66.09,41,48.94,2,24,1,1
player_5346,12.95,54,61.08,2,77,50,1
player_5347,54.08,51,59.21,1,48,45,0
player_5348,46.51,46,42.79,4,74,27,0
player_5349,31.65,42,53.7,1,40,51,0
player_5350,51.17,48,44.47,2,55,31,0
player_5351,19.87,44,48.09,0,56,5,1
player_5352,36.07,36,41.6,0,90,31,1
player_5353,33.96,51,53.05,1,26,20,0
player_5354,17.47,52,52.85,2,97,6,0
player_5355,26.18,59,48.97,3,79,55,1
player_5356,22.76,44,31.11,0,88,45,1
player_5357,44.38,54,52.17,3,79,45,1
player_5358,78.03,58,47.8,0,51,19,0
player_5359,10.41,52,48.28,2,97,15,1
player_5360,45.35,49,6.54,3,71,36,0
player_5361,22.08,43,25.19,1,93,50,0
player_5362,63.3,50,52.51,0,38,55,1
player_5363,44.96,49,63.9,5,19,30,1
player_5364,8.06,69,36.07,2,19,57,1
player_5365,38.43,54,43.51,4,29,42,1
player_5366,30.38,53,18.0,0,97,57,0
player_5367,11.5,51,41.04,0,19,29,1
player_5368,22.32,43,42.85,3,77,59,0
player_5369,37.18,59,38.5,2,41,10,0
player_5370,22.86,56,58.63,2,19,0,0
player_5371,68.32,54,47.62,1,37,56,1
player_5372,30.17,49,39.14,3,41,46,1
player_5373,21.03,53,49.94,3,2,26,0
player_5374,38.72,40,55.75,3,95,29,0
player_5375,42.46,42,32.91,1,53,37,0
player_5376,63.7,50,35.38,0,37,21,0
player_5377,35.0,40,28.26,1,73,0,1
player_5378,41.21,58,42.38,5,14,22,0
player_5379,53.23,54,47.48,2,81,49,0
player_5380,17.43,48,35.98,2,2,39,1
player_5381,61.03,51,57.48,1,51,4,1
player_5382,11.81,55,53.37,1,90,32,0
player_5383,36.85,61,35.48,0,60,29,0
player_5384,37.34,46,34.61,0,20,28,0
player_5385,36.67,53,30.48,1,69,10,0
player_5386,10.85,40,40.28,5,100,19,1
player_5387,1.58,51,59.87,1,70,33,1
player_5388,26.87,51,35.73,1,17,3,0
player_5389,43.42,50,50.26,0,84,16,1
player_5390,85.42,43,44.98,3,37,10,1
player_5391,43.87,52,27.11,3,62,7,1
player_5392,11.62,48,53.31,2,91,21,0
player_5393,28.08,59,39.63,2,96,1,0
player_5394,29.47,51,38.9,4,10,37,1
player_5395,77.47,51,44.62,1,43,40,1
player_5396,44.74,38,41.83,2,84,32,1
player_5397,13.43,56,54.57,3,58,34,1
player_5398,21.34,48,38.62,1,65,40,1
player_5399,56.89,53,47.0,4,1,10,0
player_5400,39.03,48,50.0,2,7,44,1
player_5401,33.42,46,33.75,0,94,26,1
player_5402,27.97,59,45.36,2,88,46,0
player_5403,55.97,50,35.62,4,19,29,0
player_5404,24.64,57,49.44,3,33,36,0
player_5405,20.62,49,20.29,3,79,35,1
player_5406,62.79,54,57.93,4,14,11,0
player_5407,1.53,60,39.9,1,89,34,0
player_5408,13.05,48,46.46,0,49,55,1
player_5409,17.95,50,47.34,1,45,32,1
player_5410,65.7,46,39.77,0,87,53,1
player_5411,37.52,52,38.48,1,57,46,1
player_5412,12.21,46,46.85,6,25,58,1
player_5413,11.36,48,57.36,1,37,44,0
player_5414,66.95,50,49.64,2,8,58,0
player_5415,11.39,42,40.78,1,29,33,1
player_5416,19.93,65,57.84,1,91,11,1
player_5417,24.03,51,61.92,5,71,10,0
player_5418,48.12,46,42.14,1,37,27,0
player_5419,22.35,50,47.76,3,74,51,1
player_5420,9.68,40,48.52,0,52,41,1
player_5421,51.06,60,60.55,2,45,15,0
player_5422,50.3,57,51.65,1,41,42,1
player_5423,91.82,57,54.37,1,80,55,1
player_5424,40.12,57,63.49,2,78,34,1
player_5425,10.93,44,47.27,3,38,35,0
player_5426,88.96,43,51.44,0,62,57,0
player_5427,23.96,47,47.92,5,21,37,0
player_5428,59.38,50,44.27,0,31,54,1
player_5429,86.95,49,31.47,4,5,1,0
player_5430,35.48,47,34.14,3,10,2,0
player_5431,32.35,46,29.49,2,34,21,0
player_5432,40.22,46,48.86,2,11,5,1
player_5433,45.73,56,50.93,2,14,40,1
player_5434,66.15,49,34.29,4,93,16,0
player_5435,28.93,42,38.6,1,54,53,0
player_5436,34.21,49,44.19,3,8,25,0
player_5437,21.76,47,60.55,5,64,56,1
player_5438,21.67,46,41.54,1,75,25,1
player_5439,15.89,48,60.62,0,12,46,1
player_5440,22.99,60,14.47,3,65,44,0
player_5441,14.23,53,54.88,2,89,25,0
player_5442,61.01,47,31.52,2,6,27,1
player_5443,52.3,44,43.74,3,77,14,0
player_5444,30.72,56,35.89,1,90,33,0
player_5445,39.45,56,42.49,0,44,38,1
player_5446,15.91,57,42.32,0,44,3,0
player_5447,32.24,40,37.63,0,29,22,1
player_5448,72.23,65,44.4,2,91,45,1
player_5449,70.58,50,46.46,1,18,14,1
player_5450,93.03,49,33.28,2,58,16,0
player_5451,60.92,48,35.05,1,28,35,0
player_5452,42.01,55,58.88,3,83,29,0
player_5453,58.74,51,44.34,2,28,33,0
player_5454,11.77,47,45.71,2,67,32,1
player_5455,55.74,54,36.47,3,4,41,0
player_5456,62.35,46,46.26,4,23,53,1
player_5457,31.83,60,39.29,2,81,41,1
player_5458,34.56,49,50.71,0,89,25,1
player_5459,26.93,61,40.1,5,37,47,1
player_5460,31.1,47,42.45,0,60,26,1
player_5461,37.75,50,65.39,0,4,44,1
player_5462,40.66,69,50.13,0,58,56,0
player_5463,16.14,52,42.96,0,42,44,1
player_5464,18.77,49,45.33,1,8,4,0
player_5465,52.33,45,56.67,3,74,58,0
player_5466,43.43,55,34.0,2,85,10,0
player_5467,17.33,57,44.81,4,87,2,0
player_5468,30.03,43,45.2,1,48,1,1
player_5469,101.84,54,46.64,1,45,12,0
player_5470,3.42,46,39.44,1,57,21,1
player_5471,1.56,43,42.59,0,43,3,1
player_5472,3.51,55,25.92,3,97,25,1
player_5473,128.27,52,50.95,0,90,15,0
player_5474,13.12,51,36.73,2,11,9,0
player_5475,25.77,58,63.84,3,34,49,1
player_5476,49.33,51,45.2,2,76,44,1
player_5477,47.05,46,34.73,1,29,11,1
player_5478,27.18,56,29.97,4,82,49,0
player_5479,83.02,55,42.22,2,67,0,0
player_5480,57.16,46,49.48,1,91,39,1
player_5481,19.52,46,49.56,7,3,27,0
player_5482,13.72,52,35.46,2,31,11,1
player_5483,37.29,59,77.29,3,64,49,1
player_5484,59.07,47,54.76,1,50,24,1
player_5485,103.4,48,58.8,1,52,29,1
player_5486,41.93,44,48.47,3,83,35,0
player_5487,24.86,59,34.89,0,72,18,1
player_5488,78.16,57,46.34,3,26,41,1
player_5489,71.1,63,43.5,4,14,26,0
player_5490,56.75,43,52.89,6,89,26,0
player_5491,11.3,52,41.11,3,38,40,1
player_5492,25.91,51,42.15,2,67,39,1
player_5493,28.66,63,27.18,0,69,57,1
player_5494,56.77,50,46.97,2,79,26,1
player_5495,5.11,34,36.1,1,65,13,0
player_5496,24.31,75,43.39,2,45,11,0
player_5497,33.8,57,42.2,3,37,32,0
player_5498,27.87,52,31.32,1,8,0,0
player_5499,96.26,47,39.68,2,98,29,0
player_5500,66.57,53,38.78,2,89,54,0
player_5501,66.45,37,48.28,2,86,10,1
player_5502,22.86,56,36.97,4,58,8,1
player_5503,38.02,38,50.92,0,33,54,0
player_5504,15.84,59,50.32,1,84,49,0
player_5505,16.26,52,39.99,1,82,24,1
player_5506,66.99,62,43.33,4,4,55,0
player_5507,59.48,43,47.23,1,33,15,0
player_5508,14.83,50,40.02,3,29,42,0
player_5509,36.2,45,48.76,1,30,7,1
player_5510,7.96,54,53.95,3,26,35,0
player_5511,48.78,55,56.88,0,68,52,1
player_5512,14.51,49,55.62,0,30,26,1
player_5513,36.28,52,46.5,1,36,1,0
player_5514,101.28,34,38.68,3,41,44,1
player_5515,12.86,64,57.55,0,68,36,0
player_5516,43.12,54,44.38,4,100,15,0
player_5517,32.4,47,48.65,1,88,26,0
player_5518,11.84,55,17.45,0,20,47,1
player_5519,18.31,61,62.6,1,85,31,0
player_5520,45.8,48,61.33,5,72,30,1
player_5521,28.33,54,33.49,1,29,25,0
player_5522,84.75,59,41.55,2,14,23,1
player_5523,47.36,54,39.68,2,91,9,1
player_5524,13.78,40,29.91,1,81,55,1
player_5525,61.12,55,36.71,6,16,22,0
player_5526,66.31,47,66.82,2,35,47,0
player_5527,40.97,51,48.55,2,94,48,1
player_5528,50.19,46,58.79,4,4,56,1
player_5529,40.56,45,44.61,1,93,8,1
player_5530,76.43,43,23.5,2,38,29,1
player_5531,70.37,37,42.32,1,1,19,0
player_5532,7.93,49,44.2,3,69,47,0
player_5533,7.06,31,41.08,2,27,41,1
player_5534,28.73,54,27.53,1,49,38,1
player_5535,58.53,45,53.65,1,64,35,0
player_5536,74.55,62,35.36,2,14,39,0
player_5537,25.19,48,40.78,2,69,51,0
player_5538,28.14,57,52.52,4,25,2,0
player_5539,26.38,52,35.73,3,57,35,1
player_5540,31.34,58,45.0,3,71,4,0
player_5541,37.59,48,48.89,1,53,21,1
player_5542,23.01,60,65.0,0,13,19,1
player_5543,26.31,44,43.03,0,79,7,0
player_5544,44.25,42,52.74,4,76,53,1
player_5545,10.56,59,41.14,6,71,31,0
player_5546,107.8,48,60.71,2,35,23,0
player_5547,57.44,48,27.29,2,80,25,0
player_5548,82.26,61,30.59,2,40,49,0
player_5549,15.38,65,46.32,3,78,36,0
player_5550,20.36,57,39.43,4,75,49,1
player_5551,2.41,37,51.48,3,63,57,1
player_5552,34.59,49,52.9,1,70,23,0
player_5553,35.39,48,26.79,1,1,18,1
player_5554,41.04,45,55.57,2,52,25,1
player_5555,6.51,50,47.83,3,93,19,0
player_5556,32.54,53,64.1,4,80,59,1
player_5557,42.73,55,40.01,2,26,24,1
player_5558,47.63,51,52.48,2,37,58,1
player_5559,21.12,62,51.07,4,5,3,0
player_5560,118.43,46,59.86,1,61,28,1
player_5561,27.93,53,18.26,1,19,0,0
player_5562,37.31,43,29.23,2,97,27,1
player_5563,25.43,54,55.43,5,72,44,1
player_5564,21.39,50,59.3,0,17,45,1
player_5565,53.38,37,51.96,2,71,50,0
player_5566,6.84,55,32.44,2,92,48,1
player_5567,55.67,56,41.89,0,55,14,0
player_5568,36.66,60,55.31,1,5,31,0
player_5569,29.13,51,42.13,4,4,0,1
player_5570,11.24,62,43.63,4,53,28,0
player_5571,34.44,55,59.25,2,72,42,1
player_5572,52.97,54,50.87,0,7,33,1
player_5573,37.8,43,45.92,4,49,4,1
player_5574,31.75,68,48.84,4,100,55,1
player_5575,27.56,42,52.21,0,29,13,1
player_5576,23.38,54,44.14,2,41,54,1
player_5577,12.07,51,50.62,1,10,59,1
player_5578,52.25,42,36.33,4,67,37,1
player_5579,39.75,49,53.5,2,40,52,0
player_5580,54.6,53,40.94,2,82,20,0
player_5581,23.04,50,36.88,1,67,57,0
player_5582,29.21,56,56.97,6,93,50,0
player_5583,11.41,49,48.51,0,39,19,0
player_5584,7.27,53,47.47,6,51,45,1
player_5585,35.8,65,49.53,2,3,54,0
player_5586,3.42,37,29.37,1,69,29,1
player_5587,42.96,46,52.43,4,22,55,0
player_5588,20.51,50,43.6,5,19,26,1
player_5589,132.22,61,60.72,1,23,28,0
player_5590,33.99,55,69.83,4,52,18,0
player_5591,50.49,46,48.38,3,84,40,0
player_5592,19.02,60,49.46,2,9,18,0
player_5593,72.84,44,46.89,4,47,32,0
player_5594,76.8,45,26.67,1,58,54,1
player_5595,64.97,41,29.89,0,77,3,0
player_5596,116.22,54,32.46,1,42,12,0
player_5597,12.85,65,51.56,0,16,44,1
player_5598,53.2,49,60.23,2,31,26,0
player_5599,17.4,42,49.9,0,54,24,0
player_5600,13.38,44,32.79,4,80,31,0
player_5601,32.56,54,24.36,1,43,34,1
player_5602,39.97,54,40.28,0,95,21,1
player_5603,30.8,51,40.79,2,79,34,1
player_5604,10.09,50,52.75,2,13,51,1
player_5605,35.11,44,55.89,0,84,59,1
player_5606,32.94,45,46.68,1,98,20,0
player_5607,13.88,48,33.49,2,51,26,0
player_5608,86.77,48,45.62,2,4,29,0
player_5609,109.29,51,25.39,1,26,54,1
player_5610,36.83,56,42.33,2,52,52,1
player_5611,1.68,54,56.83,2,64,31,0
player_5612,33.23,45,43.57,3,57,51,1
player_5613,70.25,55,58.1,2,100,39,0
player_5614,33.83,49,41.01,2,25,50,0
player_5615,30.59,38,49.99,3,35,25,1
player_5616,53.88,40,30.77,0,85,29,0
player_5617,133.28,59,49.11,0,30,13,0
player_5618,42.76,47,44.36,1,33,36,1
player_5619,37.12,54,40.81,1,21,57,0
player_5620,80.91,38,57.11,4,64,54,1
player_5621,46.68,48,49.94,3,87,34,0
player_5622,100.67,48,41.05,1,81,35,0
player_5623,13.63,44,58.02,0,53,27,0
player_5624,13.8,56,66.08,4,28,43,1
player_5625,16.37,49,33.82,3,96,46,1
player_5626,62.01,58,41.76,2,92,48,0
player_5627,42.93,58,46.91,3,95,12,1
player_5628,27.24,52,72.41,1,48,34,0
player_5629,43.16,45,37.69,1,27,52,0
player_5630,68.48,46,43.31,4,97,37,1
player_5631,26.1,50,57.58,2,9,48,1
player_5632,56.92,42,59.41,3,82,11,1
player_5633,23.6,28,34.32,5,22,55,1
player_5634,7.69,47,46.71,1,76,6,0
player_5635,33.85,62,42.1,1,61,51,1
player_5636,6.69,36,26.05,2,64,49,1
player_5637,25.78,43,36.36,4,79,14,1
player_5638,37.4,56,52.31,3,5,50,1
player_5639,16.49,35,38.87,1,54,33,1
player_5640,50.78,32,55.2,2,72,11,0
player_5641,27.78,47,49.86,0,42,56,1
player_5642,51.9,41,46.84,3,72,50,1
player_5643,32.97,47,41.48,2,35,45,1
player_5644,28.51,46,46.75,3,72,5,1
player_5645,16.6,56,56.85,0,24,27,1
player_5646,34.24,51,26.26,1,13,43,0
player_5647,37.62,47,33.33,1,23,3,1
player_5648,43.64,57,58.03,1,60,18,0
player_5649,40.62,51,25.6,4,21,35,1
player_5650,9.96,60,33.85,0,99,3,0
player_5651,66.47,39,50.31,3,99,56,0
player_5652,44.78,38,47.54,2,36,10,0
player_5653,34.93,50,37.74,2,47,31,0
player_5654,43.31,50,53.53,3,75,12,0
player_5655,49.32,45,30.19,5,94,21,0
player_5656,112.49,57,72.16,2,66,19,1
player_5657,21.13,50,51.84,4,3,7,1
player_5658,21.62,58,44.47,2,6,29,1
player_5659,12.89,43,57.51,1,59,26,1
player_5660,4.74,39,54.86,2,61,29,0
player_5661,45.61,46,55.98,3,5,3,0
player_5662,115.51,65,42.76,4,31,58,1
player_5663,26.79,57,29.44,2,83,15,0
player_5664,76.4,46,55.79,0,81,28,0
player_5665,27.13,57,53.8,3,41,45,1
player_5666,73.95,42,53.59,1,29,37,1
player_5667,43.06,58,37.64,1,98,29,0
player_5668,34.47,62,54.79,6,25,20,1
player_5669,21.35,34,40.72,3,68,12,1
player_5670,35.78,38,57.99,2,96,0,1
player_5671,61.15,47,43.82,5,32,50,1
player_5672,19.09,48,32.41,3,29,5,0
player_5673,31.73,50,35.42,0,85,38,0
player_5674,39.22,47,38.92,0,98,30,1
player_5675,59.74,53,57.88,2,75,12,1
player_5676,36.56,52,44.46,1,62,5,0
player_5677,27.34,37,40.92,3,73,20,1
player_5678,41.14,57,71.52,2,83,10,0
player_5679,72.76,51,42.66,2,3,0,0
player_5680,46.53,46,34.65,1,48,50,1
player_5681,32.36,41,68.05,0,100,17,0
player_5682,35.29,46,37.7,3,83,17,0
player_5683,13.59,50,33.53,2,29,27,1
player_5684,56.34,44,56.95,3,55,53,0
player_5685,10.24,45,36.98,2,24,54,0
player_5686,23.95,65,42.32,2,54,45,0
player_5687,29.48,39,46.86,2,35,3,0
player_5688,23.91,44,42.04,3,60,10,1
player_5689,14.2,43,42.78,3,55,54,1
player_5690,19.45,62,51.02,2,99,7,0
player_5691,9.65,38,43.64,3,58,57,1
player_5692,92.46,42,36.45,3,13,21,1
player_5693,21.82,52,43.29,2,99,35,1
player_5694,20.1,54,56.74,1,91,38,0
player_5695,115.14,62,40.44,1,75,44,1
player_5696,7.29,56,54.71,1,89,59,1
player_5697,50.3,55,47.13,0,90,21,1
player_5698,34.71,46,40.64,2,15,8,1
player_5699,14.4,49,38.35,3,61,25,0
player_5700,36.64,44,45.28,2,14,36,1
player_5701,102.45,49,59.6,1,31,33,0
player_5702,50.01,43,42.91,1,25,41,0
player_5703,45.47,46,34.65,3,61,35,1
player_5704,11.18,71,37.39,2,32,55,0
player_5705,16.71,41,52.87,1,12,20,1
player_5706,7.93,49,38.29,2,9,16,0
player_5707,35.6,70,59.74,1,62,14,1
player_5708,34.48,46,55.73,3,58,23,1
player_5709,16.8,50,36.92,1,67,51,1
player_5710,61.35,60,44.03,0,12,53,0
player_5711,10.43,45,56.87,4,60,35,1
player_5712,18.01,54,41.06,3,85,42,0
player_5713,36.49,50,45.19,3,57,23,0
player_5714,11.82,59,54.52,1,94,25,1
player_5715,26.29,41,60.08,0,98,9,0
player_5716,19.18,51,51.57,3,2,30,0
player_5717,40.56,48,46.47,1,59,0,1
player_5718,9.52,35,41.25,3,71,41,1
player_5719,3.76,45,32.34,0,35,45,1
player_5720,11.35,49,41.91,1,79,37,1
player_5721,62.01,45,42.05,1,60,22,0
player_5722,58.92,45,51.99,3,82,20,0
player_5723,15.07,48,43.29,1,67,38,1
player_5724,31.68,42,45.27,2,65,51,1
player_5725,33.81,50,58.8,4,95,46,0
player_5726,9.01,49,45.6,1,66,11,1
player_5727,19.6,65,39.56,0,59,52,0
player_5728,28.43,47,33.18,1,49,42,1
player_5729,2.88,46,40.51,2,8,17,0
player_5730,36.36,43,35.51,2,74,21,0
player_5731,47.29,44,39.18,3,20,59,0
player_5732,39.29,44,73.24,1,14,43,1
player_5733,55.2,58,42.29,2,93,5,1
player_5734,45.61,52,48.42,0,82,53,0
player_5735,61.05,49,64.73,1,40,33,1
player_5736,4.23,45,35.09,2,77,26,0
player_5737,24.3,42,48.93,4,46,9,1
player_5738,13.65,38,56.11,1,53,14,0
player_5739,4.38,47,48.38,2,29,38,1
player_5740,29.79,39,40.64,1,12,14,1
player_5741,63.33,59,50.44,1,83,49,1
player_5742,20.31,44,36.14,1,16,0,1
player_5743,42.48,59,43.05,3,60,16,1
player_5744,76.8,41,29.01,1,65,27,0
player_5745,27.14,42,50.85,0,7,9,0
player_5746,68.66,45,57.35,3,58,41,0
player_5747,64.13,52,52.93,6,95,7,1
player_5748,41.55,55,51.28,2,61,2,0
player_5749,10.88,48,44.78,3,96,26,1
player_5750,4.12,49,39.67,0,80,24,1
player_5751,18.22,48,31.01,4,63,11,0
player_5752,23.11,63,36.27,1,82,20,0
player_5753,27.12,50,37.56,2,53,2,1
player_5754,50.92,55,49.2,3,49,58,0
player_5755,17.54,59,56.69,2,39,3,1
player_5756,51.87,56,46.99,4,40,43,1
player_5757,96.31,49,43.81,1,77,59,1
player_5758,28.96,38,63.06,1,76,17,0
player_5759,38.58,46,50.16,1,40,29,0
player_5760,92.41,49,31.1,2,4,55,1
player_5761,56.63,42,44.24,1,81,31,0
player_5762,18.05,46,40.56,1,89,3,0
player_5763,101.41,52,27.46,3,47,59,1
player_5764,37.93,40,56.27,2,33,29,1
player_5765,19.88,47,46.9,2,11,21,1
player_5766,6.69,43,63.08,2,95,11,1
player_5767,17.72,43,56.38,2,71,48,0
player_5768,36.72,48,39.09,2,25,49,0
player_5769,13.68,66,50.06,4,25,49,1
player_5770,15.7,48,49.56,4,71,38,0
player_5771,79.41,50,44.29,4,9,15,1
player_5772,38.39,42,26.71,1,35,57,1
player_5773,7.97,57,53.34,2,39,27,0
player_5774,53.5,55,27.79,0,10,2,1
player_5775,4.15,38,31.4,2,2,46,0
player_5776,36.72,51,48.17,3,28,56,1
player_5777,33.37,55,34.76,2,51,24,1
player_5778,133.65,52,37.53,0,95,3,0
player_5779,66.6,49,46.55,4,52,31,0
player_5780,31.99,59,52.51,0,12,32,1
player_5781,59.63,56,42.01,1,59,20,0
player_5782,4.63,41,61.48,2,43,56,0
player_5783,33.08,32,35.05,0,49,10,1
player_5784,19.16,58,57.44,2,60,14,0
player_5785,36.07,64,36.86,1,55,12,1
player_5786,3.95,46,63.84,2,82,45,0
player_5787,52.46,60,59.65,1,64,3,1
player_5788,45.79,54,48.77,2,3,17,1
player_5789,68.12,64,53.72,2,28,41,0
player_5790,23.03,48,55.23,1,28,13,0
player_5791,53.88,52,42.22,3,19,51,1
player_5792,107.17,47,46.62,1,96,32,1
player_5793,25.98,48,31.46,2,4,56,1
player_5794,9.25,46,32.47,1,86,47,1
player_5795,51.56,36,56.6,2,27,49,0
player_5796,24.16,61,45.4,5,97,25,0
player_5797,13.05,43,56.23,2,57,3,0
player_5798,15.56,59,52.11,2,45,54,1
player_5799,7.92,50,47.32,2,21,7,0
player_5800,13.11,36,59.18,5,67,6,0
player_5801,43.36,54,57.28,0,91,22,1
player_5802,44.55,50,38.0,1,45,29,0
player_5803,16.96,56,31.61,3,61,41,1
player_5804,129.24,48,35.43,1,56,47,1
player_5805,35.52,41,58.32,1,48,37,0
player_5806,41.39,51,53.59,5,54,12,1
player_5807,47.96,55,30.11,4,96,26,0
player_5808,17.87,48,43.87,2,68,49,1
player_5809,61.92,39,56.39,0,98,51,1
player_5810,6.89,47,36.77,2,69,36,0
player_5811,11.74,43,45.21,1,57,45,1
player_5812,18.02,36,55.29,0,71,50,1
player_5813,38.6,45,52.84,0,25,24,0
player_5814,9.9,55,33.1,0,30,16,0
player_5815,10.83,52,52.22,0,97,10,1
player_5816,85.48,46,47.46,3,55,20,0
player_5817,78.17,46,53.53,0,53,8,1
player_5818,9.5,37,39.22,2,61,0,0
player_5819,16.54,48,54.35,1,75,28,0
player_5820,31.37,55,49.69,3,72,34,1
player_5821,50.03,45,60.39,1,12,8,0
player_5822,22.67,44,43.71,4,46,51,0
player_5823,20.43,51,37.67,5,16,35,1
player_5824,71.74,47,32.65,4,1,45,1
player_5825,17.93,56,57.92,1,37,17,0
player_5826,25.82,46,23.07,1,100,36,1
player_5827,46.61,52,29.01,1,95,58,1
player_5828,48.06,49,45.63,1,89,25,1
player_5829,44.57,50,39.24,1,67,25,0
player_5830,42.69,53,31.13,1,37,17,0
player_5831,38.76,36,50.85,3,32,34,0
player_5832,27.14,59,51.3,2,93,50,1
player_5833,61.83,55,47.3,1,82,2,0
player_5834,49.83,53,54.97,2,100,51,0
player_5835,19.96,67,47.9,1,25,56,1
player_5836,26.29,44,24.06,3,51,29,0
player_5837,10.73,57,41.64,3,76,16,0
player_5838,22.3,57,47.3,4,26,31,1
player_5839,12.11,59,51.07,5,7,11,0
player_5840,63.03,54,48.11,1,97,40,1
player_5841,147.54,39,50.9,4,86,15,1
player_5842,11.19,39,39.51,2,26,54,0
player_5843,28.5,59,45.03,1,47,41,1
player_5844,24.97,53,50.92,1,68,55,0
player_5845,3.45,48,67.71,1,85,54,1
player_5846,18.59,49,35.68,1,32,48,1
player_5847,104.37,43,51.4,0,64,47,0
player_5848,36.68,50,33.8,1,36,54,1
player_5849,28.86,57,39.2,3,10,21,0
player_5850,12.28,46,55.09,5,16,2,1
player_5851,57.17,44,48.33,1,48,27,0
player_5852,21.57,38,43.04,2,55,2,0
player_5853,17.61,46,67.33,1,55,30,1
player_5854,53.21,46,39.38,2,67,19,0
player_5855,28.67,58,49.46,1,73,51,0
player_5856,14.03,57,52.3,3,8,17,0
player_5857,56.32,62,28.64,2,20,49,0
player_5858,35.73,42,42.98,2,15,5,1
player_5859,56.79,59,32.99,1,80,10,0
player_5860,29.82,42,21.78,1,29,45,0
player_5861,155.02,58,48.72,1,26,29,0
player_5862,6.61,32,50.09,3,37,33,0
player_5863,143.6,44,38.95,0,54,47,0
player_5864,20.04,48,35.0,3,100,29,1
player_5865,7.02,54,60.34,3,18,35,0
player_5866,38.28,46,64.6,4,23,47,0
player_5867,71.47,52,51.14,0,69,27,1
player_5868,44.28,49,45.62,2,94,58,1
player_5869,5.45,53,38.94,2,9,42,1
player_5870,6.2,56,47.9,2,86,51,1
player_5871,7.7,39,44.42,4,27,37,1
player_5872,18.51,53,52.0,1,30,39,0
player_5873,9.02,54,57.52,3,97,6,1
player_5874,26.16,45,48.16,4,9,35,0
player_5875,4.41,60,45.62,2,71,32,1
player_5876,27.58,45,30.11,3,93,35,0
player_5877,42.56,47,49.26,3,26,45,0
player_5878,71.36,47,51.47,2,21,15,1
player_5879,37.77,42,55.53,2,76,3,0
player_5880,82.02,59,27.36,1,98,55,1
player_5881,37.82,39,48.42,2,21,30,1
