player_id,approx_ltv,ltv_segment
player_5387,59.87,Medium
player_5388,35.73,Low
player_5389,0.0,Low
player_5390,134.94,Very High
player_5391,81.33,High
player_5392,106.62,High
player_5393,79.26,Medium
player_5394,155.6,Very High
player_5395,44.62,Medium
player_5396,83.66,High
player_5397,163.71,Very High
player_5398,38.62,Low
player_5399,188.0,Very High
player_5400,100.0,High
player_5401,0.0,Low
player_5402,90.72,High
player_5403,142.48,Very High
player_5404,148.32,Very High
player_5405,60.87,Medium
player_5406,231.72,Very High
player_5407,39.9,Low
player_5408,0.0,Low
player_5409,47.34,Medium
player_5410,0.0,Low
player_5411,38.48,Low
player_5412,281.1,Very High
player_5413,57.36,Medium
player_5414,99.28,High
player_5415,40.78,Low
player_5416,57.84,Medium
player_5417,309.6,Very High
player_5418,42.14,Low
player_5419,143.28,Very High
player_5420,0.0,Low
player_5421,121.1,High
player_5422,51.65,Medium
player_5423,54.37,Medium
player_5424,126.98,High
player_5425,141.81,Very High
player_5426,0.0,Low
player_5427,239.60000000000002,Very High
player_5428,0.0,Low
player_5429,125.88,High
player_5430,102.42,High
player_5431,58.98,Medium
player_5432,97.72,High
player_5433,101.86,High
player_5434,137.16,Very High
player_5435,38.6,Low
player_5436,132.57,Very High
player_5437,302.75,Very High
player_5438,41.54,Low
player_5439,0.0,Low
player_5440,43.410000000000004,Medium
player_5441,109.76,High
player_5442,63.04,Medium
player_5443,131.22,Very High
player_5444,35.89,Low
player_5445,0.0,Low
player_5446,0.0,Low
player_5447,0.0,Low
player_5448,88.8,High
player_5449,46.46,Medium
player_5450,66.56,Medium
player_5451,35.05,Low
player_5452,176.64000000000001,Very High
player_5453,88.68,High
player_5454,91.42,High
player_5455,109.41,High
player_5456,185.04,Very High
player_5457,78.58,Medium
player_5458,0.0,Low
player_5459,200.5,Very High
player_5460,0.0,Low
player_5461,0.0,Low
player_5462,0.0,Low
player_5463,0.0,Low
player_5464,45.33,Medium
player_5465,170.01,Very High
player_5466,68.0,Medium
player_5467,179.24,Very High
player_5468,45.2,Medium
player_5469,46.64,Medium
player_5470,39.44,Low
player_5471,0.0,Low
player_5472,77.76,Medium
player_5473,0.0,Low
player_5474,73.46,Medium
player_5475,191.52,Very High
player_5476,90.4,High
player_5477,34.73,Low
player_5478,119.88,High
player_5479,84.44,High
player_5480,49.48,Medium
player_5481,346.92,Very High
player_5482,70.92,Medium
player_5483,231.87,Very High
player_5484,54.76,Medium
player_5485,58.8,Medium
player_5486,145.41,Very High
player_5487,0.0,Low
player_5488,139.02,Very High
player_5489,174.0,Very High
player_5490,317.34000000000003,Very High
player_5491,123.33,High
player_5492,84.3,High
player_5493,0.0,Low
player_5494,93.94,High
player_5495,36.1,Low
player_5496,86.78,High
player_5497,126.60000000000001,High
player_5498,31.32,Low
player_5499,79.36,Medium
player_5500,77.56,Medium
player_5501,96.56,High
player_5502,147.88,Very High
player_5503,0.0,Low
player_5504,50.32,Medium
player_5505,39.99,Low
player_5506,173.32,Very High
player_5507,47.23,Medium
player_5508,120.06,High
player_5509,48.76,Medium
player_5510,161.85000000000002,Very High
player_5511,0.0,Low
player_5512,0.0,Low
player_5513,46.5,Medium
player_5514,116.03999999999999,High
player_5515,0.0,Low
player_5516,177.52,Very High
player_5517,48.65,Medium
player_5518,0.0,Low
player_5519,62.6,Medium
player_5520,306.65,Very High
player_5521,33.49,Low
player_5522,83.1,High
player_5523,79.36,Medium
player_5524,29.91,Low
player_5525,220.26,Very High
player_5526,133.64,Very High
player_5527,97.1,High
player_5528,235.16,Very High
player_5529,44.61,Medium
player_5530,47.0,Medium
player_5531,42.32,Low
player_5532,132.60000000000002,Very High
player_5533,82.16,High
player_5534,27.53,Low
player_5535,53.65,Medium
player_5536,70.72,Medium
player_5537,81.56,High
player_5538,210.08,Very High
player_5539,107.19,High
player_5540,135.0,Very High
player_5541,48.89,Medium
player_5542,0.0,Low
player_5543,0.0,Low
player_5544,210.96,Very High
player_5545,246.84,Very High
player_5546,121.42,High
player_5547,54.58,Medium
player_5548,61.18,Medium
player_5549,138.96,Very High
player_5550,157.72,Very High
player_5551,154.44,Very High
player_5552,52.9,Medium
player_5553,26.79,Low
player_5554,111.14,High
player_5555,143.49,Very High
player_5556,256.4,Very High
player_5557,80.02,Medium
player_5558,104.96,High
player_5559,204.28,Very High
player_5560,59.86,Medium
player_5561,18.26,Low
player_5562,58.46,Medium
player_5563,277.15,Very High
player_5564,0.0,Low
player_5565,103.92,High
player_5566,64.88,Medium
player_5567,0.0,Low
player_5568,55.31,Medium
player_5569,168.52,Very High
player_5570,174.52,Very High
player_5571,118.5,High
player_5572,0.0,Low
player_5573,183.68,Very High
player_5574,195.36,Very High
player_5575,0.0,Low
player_5576,88.28,High
player_5577,50.62,Medium
player_5578,145.32,Very High
player_5579,107.0,High
player_5580,81.88,High
player_5581,36.88,Low
player_5582,341.82,Very High
player_5583,0.0,Low
player_5584,284.82,Very High
player_5585,99.06,High
player_5586,29.37,Low
player_5587,209.72,Very High
player_5588,218.0,Very High
player_5589,60.72,Medium
player_5590,279.32,Very High
player_5591,145.14000000000001,Very High
player_5592,98.92,High
player_5593,187.56,Very High
player_5594,26.67,Low
player_5595,0.0,Low
player_5596,32.46,Low
player_5597,0.0,Low
player_5598,120.46,High
player_5599,0.0,Low
player_5600,131.16,Very High
player_5601,24.36,Low
player_5602,0.0,Low
player_5603,81.58,High
player_5604,105.5,High
player_5605,0.0,Low
player_5606,46.68,Medium
player_5607,66.98,Medium
player_5608,91.24,High
player_5609,25.39,Low
player_5610,84.66,High
player_5611,113.66,High
player_5612,130.71,Very High
player_5613,116.2,High
player_5614,82.02,High
player_5615,149.97,Very High
player_5616,0.0,Low
player_5617,0.0,Low
player_5618,44.36,Medium
player_5619,40.81,Low
player_5620,228.44,Very High
player_5621,149.82,Very High
player_5622,41.05,Low
player_5623,0.0,Low
player_5624,264.32,Very High
player_5625,101.46000000000001,High
player_5626,83.52,High
player_5627,140.73,Very High
player_5628,72.41,Medium
player_5629,37.69,Low
player_5630,173.24,Very High
player_5631,115.16,High
player_5632,178.23,Very High
player_5633,171.6,Very High
player_5634,46.71,Medium
player_5635,42.1,Low
player_5636,52.1,Medium
player_5637,145.44,Very High
player_5638,156.93,Very High
player_5639,38.87,Low
player_5640,110.4,High
player_5641,0.0,Low
player_5642,140.52,Very High
player_5643,82.96,High
player_5644,140.25,Very High
player_5645,0.0,Low
player_5646,26.26,Low
player_5647,33.33,Low
player_5648,58.03,Medium
player_5649,102.4,High
player_5650,0.0,Low
player_5651,150.93,Very High
player_5652,95.08,High
player_5653,75.48,Medium
player_5654,160.59,Very High
player_5655,150.95000000000002,Very High
player_5656,144.32,Very High
player_5657,207.36,Very High
player_5658,88.94,High
player_5659,57.51,Medium
player_5660,109.72,High
player_5661,167.94,Very High
player_5662,171.04,Very High
player_5663,58.88,Medium
player_5664,0.0,Low
player_5665,161.39999999999998,Very High
player_5666,53.59,Medium
player_5667,37.64,Low
player_5668,328.74,Very High
player_5669,122.16,High
player_5670,115.98,High
player_5671,219.1,Very High
player_5672,97.22999999999999,High
player_5673,0.0,Low
player_5674,0.0,Low
player_5675,115.76,High
player_5676,44.46,Medium
player_5677,122.76,High
player_5678,143.04,Very High
player_5679,85.32,High
player_5680,34.65,Low
player_5681,0.0,Low
player_5682,113.10000000000001,High
player_5683,67.06,Medium
player_5684,170.85000000000002,Very High
player_5685,73.96,Medium
player_5686,84.64,High
player_5687,93.72,High
player_5688,126.12,High
player_5689,128.34,Very High
player_5690,102.04,High
player_5691,130.92000000000002,Very High
player_5692,109.35000000000001,High
player_5693,86.58,High
player_5694,56.74,Medium
player_5695,40.44,Low
player_5696,54.71,Medium
player_5697,0.0,Low
player_5698,81.28,High
player_5699,115.05000000000001,High
player_5700,90.56,High
player_5701,59.6,Medium
player_5702,42.91,Medium
player_5703,103.94999999999999,High
player_5704,74.78,Medium
player_5705,52.87,Medium
player_5706,76.58,Medium
player_5707,59.74,Medium
player_5708,167.19,Very High
player_5709,36.92,Low
player_5710,0.0,Low
player_5711,227.48,Very High
player_5712,123.18,High
player_5713,135.57,Very High
player_5714,54.52,Medium
player_5715,0.0,Low
player_5716,154.71,Very High
player_5717,46.47,Medium
player_5718,123.75,High
player_5719,0.0,Low
player_5720,41.91,Low
player_5721,42.05,Low
player_5722,155.97,Very High
player_5723,43.29,Medium
player_5724,90.54,High
player_5725,235.2,Very High
player_5726,45.6,Medium
player_5727,0.0,Low
player_5728,33.18,Low
player_5729,81.02,High
player_5730,71.02,Medium
player_5731,117.53999999999999,High
player_5732,73.24,Medium
player_5733,84.58,High
player_5734,0.0,Low
player_5735,64.73,Medium
player_5736,70.18,Medium
player_5737,195.72,Very High
player_5738,56.11,Medium
player_5739,96.76,High
player_5740,40.64,Low
player_5741,50.44,Medium
player_5742,36.14,Low
player_5743,129.14999999999998,Very High
player_5744,29.01,Low
player_5745,0.0,Low
player_5746,172.05,Very High
player_5747,317.58,Very High
player_5748,102.56,High
player_5749,134.34,Very High
player_5750,0.0,Low
player_5751,124.04,High
player_5752,36.27,Low
player_5753,75.12,Medium
player_5754,147.60000000000002,Very High
player_5755,113.38,High
player_5756,187.96,Very High
player_5757,43.81,Medium
player_5758,63.06,Medium
player_5759,50.16,Medium
player_5760,62.2,Medium
player_5761,44.24,Medium
player_5762,40.56,Low
player_5763,82.38,High
player_5764,112.54,High
player_5765,93.8,High
player_5766,126.16,High
player_5767,112.76,High
player_5768,78.18,Medium
player_5769,200.24,Very High
player_5770,198.24,Very High
player_5771,177.16,Very High
player_5772,26.71,Low
player_5773,106.68,High
player_5774,0.0,Low
player_5775,62.8,Medium
player_5776,144.51,Very High
player_5777,69.52,Medium
player_5778,0.0,Low
player_5779,186.2,Very High
player_5780,0.0,Low
player_5781,42.01,Low
player_5782,122.96,High
player_5783,0.0,Low
player_5784,114.88,High
player_5785,36.86,Low
player_5786,127.68,Very High
player_5787,59.65,Medium
player_5788,97.54,High
player_5789,107.44,High
player_5790,55.23,Medium
player_5791,126.66,High
player_5792,46.62,Medium
player_5793,62.92,Medium
player_5794,32.47,Low
player_5795,113.2,High
player_5796,227.0,Very High
player_5797,112.46,High
player_5798,104.22,High
player_5799,94.64,High
player_5800,295.9,Very High
player_5801,0.0,Low
player_5802,38.0,Low
player_5803,94.83,High
player_5804,35.43,Low
player_5805,58.32,Medium
player_5806,267.95000000000005,Very High
player_5807,120.44,High
player_5808,87.74,High
player_5809,0.0,Low
player_5810,73.54,Medium
player_5811,45.21,Medium
player_5812,0.0,Low
player_5813,0.0,Low
player_5814,0.0,Low
player_5815,0.0,Low
player_5816,142.38,Very High
player_5817,0.0,Low
player_5818,78.44,Medium
player_5819,54.35,Medium
player_5820,149.07,Very High
player_5821,60.39,Medium
player_5822,174.84,Very High
player_5823,188.35000000000002,Very High
player_5824,130.6,Very High
player_5825,57.92,Medium
player_5826,23.07,Low
player_5827,29.01,Low
player_5828,45.63,Medium
player_5829,39.24,Low
player_5830,31.13,Low
player_5831,152.55,Very High
player_5832,102.6,High
player_5833,47.3,Medium
player_5834,109.94,High
player_5835,47.9,Medium
player_5836,72.17999999999999,Medium
player_5837,124.92,High
player_5838,189.2,Very High
player_5839,255.35,Very High
player_5840,48.11,Medium
player_5841,203.6,Very High
player_5842,79.02,Medium
player_5843,45.03,Medium
player_5844,50.92,Medium
player_5845,67.71,Medium
player_5846,35.68,Low
player_5847,0.0,Low
player_5848,33.8,Low
player_5849,117.60000000000001,High
player_5850,275.45000000000005,Very High
player_5851,48.33,Medium
player_5852,86.08,High
player_5853,67.33,Medium
player_5854,78.76,Medium
player_5855,49.46,Medium
player_5856,156.89999999999998,Very High
player_5857,57.28,Medium
player_5858,85.96,High
player_5859,32.99,Low
player_5860,21.78,Low
player_5861,48.72,Medium
player_5862,150.27,Very High
player_5863,0.0,Low
player_5864,105.0,High
player_5865,181.02,Very High
player_5866,258.4,Very High
player_5867,0.0,Low
player_5868,91.24,High
player_5869,77.88,Medium
player_5870,95.8,High
player_5871,177.68,Very High
player_5872,52.0,Medium
player_5873,172.56,Very High
player_5874,192.64,Very High
player_5875,91.24,High
player_5876,90.33,High
player_5877,147.78,Very High
player_5878,102.94,High
player_5879,111.06,High
player_5880,27.36,Low
player_5881,96.84,High
player_5882,191.05,Very High
player_5883,104.56,High
player_5884,94.2,High
player_5885,115.83,High
player_5886,123.58,High
player_5887,82.32,High
player_5888,116.34,High
player_5889,81.44,High
player_5890,0.0,Low
player_5891,116.08,High
player_5892,113.98,High
player_5893,90.9,High
player_5894,150.09,Very High
player_5895,236.75,Very High
player_5896,47.93,Medium
player_5897,133.8,Very High
player_5898,77.44,Medium
player_5899,102.14,High
player_5900,93.74,High
player_5901,67.84,Medium
player_5902,153.60000000000002,Very High
player_5903,303.25,Very High
player_5904,145.74,Very High
player_5905,38.89,Low
player_5906,47.44,Medium
player_5907,105.36,High
player_5908,68.5,Medium
player_5909,120.09,High
player_5910,90.6,High
player_5911,167.2,Very High
player_5912,93.62,High
player_5913,0.0,Low
player_5914,60.36,Medium
player_5915,93.84,High
player_5916,81.76,High
player_5917,0.0,Low
player_5918,64.64,Medium
player_5919,63.1,Medium
player_5920,53.93,Medium
player_5921,63.86,Medium
player_5922,0.0,Low
player_5923,147.21,Very High
player_5924,72.84,Medium
player_5925,56.26,Medium
player_5926,73.92,Medium
player_5927,54.79,Medium
player_5928,97.26,High
player_5929,58.2,Medium
player_5930,70.8,Medium
player_5931,38.2,Low
player_5932,0.0,Low
player_5933,0.0,Low
player_5934,127.97999999999999,Very High
player_5935,47.87,Medium
player_5936,0.0,Low
player_5937,0.0,Low
player_5938,0.0,Low
player_5939,0.0,Low
player_5940,0.0,Low
player_5941,238.29999999999998,Very High
player_5942,164.49,Very High
player_5943,106.12,High
player_5944,146.44,Very High
player_5945,37.25,Low
player_5946,50.22,Medium
player_5947,87.08,High
player_5948,0.0,Low
player_5949,74.1,Medium
player_5950,89.7,High
player_5951,105.62,High
player_5952,82.68,High
player_5953,171.32,Very High
player_5954,120.68,High
player_5955,115.32,High
player_5956,0.0,Low
player_5957,28.99,Low
player_5958,0.0,Low
player_5959,0.0,Low
player_5960,204.08,Very High
player_5961,177.85,Very High
player_5962,99.06,High
player_5963,116.60999999999999,High
player_5964,38.38,Low
player_5965,132.63,Very High
player_5966,52.49,Medium
player_5967,114.38,High
player_5968,257.52,Very High
player_5969,86.34,High
player_5970,127.68,Very High
player_5971,93.08,High
player_5972,0.0,Low
player_5973,44.66,Medium
player_5974,95.26,High
player_5975,66.02,Medium
player_5976,134.76,Very High
player_5977,80.44,High
player_5978,67.1,Medium
player_5979,153.2,Very High
player_5980,104.13,High
player_5981,138.32999999999998,Very High
player_5982,121.59,High
player_5983,46.67,Medium
player_5984,0.0,Low
player_5985,146.46,Very High
player_5986,243.96,Very High
player_5987,0.0,Low
player_5988,55.51,Medium
player_5989,42.28,Low
player_5990,167.48,Very High
player_5991,154.68,Very High
player_5992,128.34,Very High
player_5993,55.6,Medium
player_5994,0.0,Low
player_5995,94.36,High
player_5996,80.06,Medium
player_5997,64.2,Medium
player_5998,87.42,High
player_5999,42.59,Low
player_6000,118.62,High
player_6001,149.39999999999998,Very High
player_6002,111.88,High
player_6003,113.98,High
player_6004,43.68,Medium
player_6005,78.54,Medium
player_6006,110.16,High
player_6007,66.41,Medium
player_6008,115.84,High
player_6009,90.98,High
player_6010,0.0,Low
player_6011,87.44,High
player_6012,107.72,High
player_6013,151.24,Very High
player_6014,100.92,High
player_6015,51.7,Medium
player_6016,90.54,High
player_6017,45.44,Medium
player_6018,135.66,Very High
player_6019,63.98,Medium
player_6020,0.0,Low
player_6021,89.04,High
player_6022,64.26,Medium
player_6023,107.43,High
player_6024,0.0,Low
player_6025,94.72,High
player_6026,47.31,Medium
player_6027,104.34,High
player_6028,102.18,High
player_6029,93.16,High
player_6030,150.68,Very High
player_6031,35.1,Low
player_6032,194.16,Very High
player_6033,60.13,Medium
player_6034,128.16,Very High
player_6035,159.39000000000001,Very High
player_6036,64.92,Medium
player_6037,49.06,Medium
player_6038,85.38,High
player_6039,122.37,High
player_6040,137.52,Very High
player_6041,151.14000000000001,Very High
player_6042,169.44,Very High
player_6043,38.06,Low
player_6044,249.95000000000002,Very High
player_6045,192.4,Very High
player_6046,147.27,Very High
player_6047,175.88,Very High
player_6048,0.0,Low
player_6049,127.86,Very High
player_6050,0.0,Low
player_6051,86.7,High
player_6052,170.96,Very High
player_6053,282.96,Very High
player_6054,131.91,Very High
player_6055,184.41,Very High
player_6056,33.4,Low
player_6057,176.22,Very High
player_6058,122.03999999999999,High
player_6059,88.56,High
player_6060,256.0,Very High
player_6061,79.32,Medium
player_6062,155.44,Very High
player_6063,72.74,Medium
player_6064,75.48,Medium
player_6065,46.75,Medium
player_6066,195.14999999999998,Very High
player_6067,50.85,Medium
player_6068,106.34,High
player_6069,67.7,Medium
player_6070,34.17,Low
player_6071,53.09,Medium
player_6072,77.4,Medium
player_6073,88.54,High
player_6074,112.8,High
player_6075,86.06,High
player_6076,85.94,High
player_6077,210.2,Very High
player_6078,43.18,Medium
player_6079,109.86,High
player_6080,38.68,Low
player_6081,171.03,Very High
player_6082,89.68,High
player_6083,31.61,Low
player_6084,95.34,High
player_6085,30.9,Low
player_6086,90.4,High
player_6087,70.52,Medium
player_6088,0.0,Low
player_6089,25.12,Low
player_6090,106.4,High
player_6091,101.76,High
player_6092,100.26,High
player_6093,99.26,High
player_6094,116.34,High
player_6095,49.59,Medium
player_6096,0.0,Low
player_6097,109.62,High
player_6098,0.0,Low
player_6099,356.82,Very High
player_6100,0.0,Low
player_6101,0.0,Low
player_6102,106.7,High
player_6103,184.89999999999998,Very High
player_6104,0.0,Low
player_6105,0.0,Low
player_6106,52.02,Medium
player_6107,0.0,Low
player_6108,161.04,Very High
player_6109,100.38,High
player_6110,133.26,Very High
player_6111,159.45,Very High
player_6112,266.88,Very High
player_6113,49.61,Medium
player_6114,48.81,Medium
player_6115,55.56,Medium
player_6116,210.28,Very High
player_6117,96.94,High
player_6118,0.0,Low
player_6119,92.98,High
player_6120,165.14999999999998,Very High
player_6121,267.84000000000003,Very High
player_6122,0.0,Low
player_6123,142.74,Very High
player_6124,33.18,Low
player_6125,113.16,High
player_6126,113.14,High
player_6127,63.25,Medium
player_6128,0.0,Low
player_6129,139.82999999999998,Very High
player_6130,279.29999999999995,Very High
player_6131,82.28,High
player_6132,47.39,Medium
player_6133,48.08,Medium
player_6134,39.42,Low
player_6135,35.04,Low
player_6136,0.0,Low
player_6137,47.77,Medium
player_6138,26.68,Low
player_6139,0.0,Low
player_6140,0.0,Low
player_6141,0.0,Low
player_6142,101.26,High
player_6143,147.75,Very High
player_6144,50.44,Medium
player_6145,91.5,High
player_6146,44.38,Medium
player_6147,62.3,Medium
player_6148,72.02,Medium
player_6149,0.0,Low
player_6150,82.86,High
player_6151,109.68,High
player_6152,64.39,Medium
player_6153,54.07,Medium
player_6154,33.01,Low
player_6155,107.52000000000001,High
player_6156,49.07,Medium
player_6157,43.09,Medium
player_6158,32.7,Low
player_6159,129.48,Very High
player_6160,72.36,Medium
player_6161,68.22,Medium
player_6162,73.08,Medium
player_6163,92.92,High
player_6164,46.76,Medium
player_6165,124.05,High
player_6166,133.07999999999998,Very High
player_6167,76.32,Medium
player_6168,193.08,Very High
player_6169,216.92,Very High
player_6170,151.53,Very High
player_6171,0.0,Low
player_6172,46.39,Medium
player_6173,165.45,Very High
player_6174,159.48,Very High
player_6175,31.34,Low
player_6176,105.12,High
player_6177,65.24,Medium
player_6178,58.55,Medium
player_6179,123.96000000000001,High
player_6180,55.23,Medium
player_6181,174.45,Very High
player_6182,41.55,Low
player_6183,198.72,Very High
player_6184,171.06,Very High
player_6185,49.28,Medium
player_6186,96.0,High
player_6187,96.82,High
player_6188,99.0,High
player_6189,0.0,Low
player_6190,86.28,High
player_6191,99.4,High
player_6192,77.64,Medium
player_6193,181.0,Very High
player_6194,0.0,Low
player_6195,40.82,Low
player_6196,145.62,Very High
player_6197,88.18,High
player_6198,49.96,Medium
player_6199,51.7,Medium
player_6200,17.05,Low
player_6201,367.68,Very High
player_6202,33.59,Low
player_6203,145.62,Very High
player_6204,162.0,Very High
player_6205,0.0,Low
player_6206,217.72,Very High
player_6207,32.87,Low
player_6208,132.3,Very High
player_6209,157.35000000000002,Very High
player_6210,124.77000000000001,High
player_6211,160.64999999999998,Very High
player_6212,195.52,Very High
player_6213,91.52,High
player_6214,111.02,High
player_6215,0.0,Low
player_6216,55.56,Medium
player_6217,154.38,Very High
player_6218,132.57,Very High
player_6219,173.52,Very High
player_6220,86.76,High
player_6221,114.84,High
player_6222,80.72,High
player_6223,47.77,Medium
player_6224,96.0,High
player_6225,111.68,High
player_6226,142.47,Very High
player_6227,147.14999999999998,Very High
player_6228,32.4,Low
player_6229,132.04,Very High
player_6230,35.94,Low
player_6231,42.38,Low
player_6232,37.23,Low
player_6233,176.24,Very High
player_6234,210.10000000000002,Very High
player_6235,46.1,Medium
player_6236,82.22,High
player_6237,37.45,Low
player_6238,108.68,High
player_6239,248.55,Very High
player_6240,112.18,High
player_6241,56.83,Medium
player_6242,137.44,Very High
player_6243,74.8,Medium
player_6244,0.0,Low
player_6245,82.18,High
player_6246,125.78999999999999,High
player_6247,97.47,High
player_6248,36.11,Low
player_6249,124.82,High
player_6250,129.14999999999998,Very High
player_6251,29.01,Low
player_6252,37.61,Low
player_6253,127.71000000000001,Very High
player_6254,100.97999999999999,High
player_6255,257.8,Very High
player_6256,171.8,Very High
player_6257,97.14,High
player_6258,55.3,Medium
player_6259,32.89,Low
player_6260,33.9,Low
player_6261,54.8,Medium
player_6262,42.31,Low
player_6263,48.47,Medium
player_6264,131.54,Very High
player_6265,76.1,Medium
player_6266,0.0,Low
player_6267,42.88,Low
player_6268,126.76,High
player_6269,97.38,High
player_6270,35.52,Low
player_6271,29.8,Low
player_6272,5.85,Low
player_6273,90.8,High
player_6274,46.08,Medium
player_6275,51.97,Medium
player_6276,298.9,Very High
player_6277,0.0,Low
player_6278,222.65,Very High
player_6279,81.63,High
player_6280,65.28,Medium
player_6281,28.44,Low
player_6282,85.68,High
player_6283,121.3,High
player_6284,39.56,Low
player_6285,31.06,Low
player_6286,101.94,High
player_6287,317.04999999999995,Very High
player_6288,137.9,Very High
player_6289,243.67000000000002,Very High
player_6290,49.85,Medium
player_6291,114.32,High
player_6292,153.24,Very High
player_6293,149.94,Very High
player_6294,39.42,Low
player_6295,207.10000000000002,Very High
player_6296,0.0,Low
player_6297,30.93,Low
player_6298,0.0,Low
player_6299,35.9,Low
player_6300,162.63,Very High
player_6301,50.89,Medium
player_6302,84.82,High
player_6303,38.97,Low
player_6304,43.52,Medium
player_6305,165.16,Very High
player_6306,140.13,Very High
player_6307,132.82,Very High
player_6308,0.0,Low
player_6309,90.94,High
player_6310,178.08,Very High
player_6311,133.52,Very High
player_6312,141.96,Very High
player_6313,189.16,Very High
player_6314,47.55,Medium
player_6315,0.0,Low
player_6316,123.94,High
player_6317,127.9,Very High
player_6318,44.46,Medium
player_6319,105.58,High
player_6320,0.0,Low
player_6321,0.0,Low
player_6322,50.68,Medium
player_6323,100.74,High
player_6324,151.64999999999998,Very High
player_6325,90.06,High
player_6326,158.19,Very High
player_6327,34.66,Low
player_6328,125.76,High
player_6329,325.0,Very High
player_6330,43.16,Medium
player_6331,55.77,Medium
player_6332,126.78,High
player_6333,143.04,Very High
player_6334,55.89,Medium
player_6335,163.75,Very High
player_6336,174.96,Very High
player_6337,83.84,High
player_6338,100.12,High
player_6339,150.48,Very High
player_6340,77.52,Medium
player_6341,0.0,Low
player_6342,143.08,Very High
player_6343,90.28,High
player_6344,0.0,Low
player_6345,52.27,Medium
player_6346,85.0,High
player_6347,165.99,Very High
player_6348,277.6,Very High
player_6349,38.98,Low
player_6350,0.0,Low
player_6351,145.26,Very High
player_6352,178.2,Very High
player_6353,66.02,Medium
player_6354,0.0,Low
player_6355,40.47,Low
player_6356,0.0,Low
player_6357,203.39999999999998,Very High
player_6358,290.5,Very High
player_6359,44.97,Medium
player_6360,0.0,Low
player_6361,95.22,High
player_6362,37.65,Low
player_6363,0.0,Low
player_6364,181.89000000000001,Very High
player_6365,0.0,Low
player_6366,109.8,High
player_6367,197.96,Very High
player_6368,174.92,Very High
player_6369,0.0,Low
player_6370,0.0,Low
player_6371,0.0,Low
player_6372,224.04,Very High
player_6373,126.44999999999999,High
player_6374,87.48,High
player_6375,155.84,Very High
player_6376,90.75,High
player_6377,39.22,Low
player_6378,81.0,High
player_6379,59.45,Medium
player_6380,181.36,Very High
player_6381,38.77,Low
player_6382,186.35999999999999,Very High
player_6383,75.54,Medium
player_6384,84.06,High
player_6385,57.59,Medium
player_6386,34.55,Low
player_6387,75.4,Medium
player_6388,117.81,High
player_6389,0.0,Low
player_6390,28.36,Low
player_6391,256.68,Very High
player_6392,33.92,Low
player_6393,84.62,High
player_6394,100.14,High
player_6395,0.0,Low
player_6396,64.66,Medium
player_6397,0.0,Low
player_6398,0.0,Low
player_6399,52.15,Medium
player_6400,25.8,Low
player_6401,129.32999999999998,Very High
player_6402,35.28,Low
player_6403,62.8,Medium
player_6404,67.68,Medium
player_6405,36.27,Low
player_6406,130.16,Very High
player_6407,35.29,Low
player_6408,84.36,High
player_6409,0.0,Low
player_6410,88.68,High
player_6411,49.27,Medium
player_6412,234.0,Very High
player_6413,162.08,Very High
player_6414,0.0,Low
player_6415,87.51,High
player_6416,62.0,Medium
player_6417,47.58,Medium
player_6418,122.37,High
player_6419,41.81,Low
player_6420,78.98,Medium
player_6421,210.2,Very High
player_6422,119.02,High
player_6423,115.94999999999999,High
player_6424,178.44,Very High
player_6425,154.68,Very High
player_6426,50.31,Medium
player_6427,71.56,Medium
player_6428,105.6,High
player_6429,0.0,Low
player_6430,0.0,Low
player_6431,61.47,Medium
player_6432,129.62,Very High
player_6433,151.89000000000001,Very High
player_6434,159.63,Very High
player_6435,42.38,Low
player_6436,137.55,Very High
player_6437,0.0,Low
player_6438,114.88,High
player_6439,135.9,Very High
player_6440,229.96,Very High
player_6441,166.44,Very High
player_6442,67.34,Medium
player_6443,192.60000000000002,Very High
player_6444,32.71,Low
player_6445,95.16,High
player_6446,107.48,High
player_6447,168.66,Very High
player_6448,230.08,Very High
player_6449,42.53,Low
player_6450,39.88,Low
player_6451,65.96,Medium
player_6452,47.52,Medium
player_6453,91.82,High
player_6454,229.0,Very High
player_6455,38.26,Low
player_6456,96.82,High
player_6457,250.5,Very High
player_6458,40.35,Low
player_6459,51.89,Medium
player_6460,0.0,Low
player_6461,0.0,Low
player_6462,96.22,High
player_6463,138.18,Very High
player_6464,53.38,Medium
player_6465,70.89,Medium
player_6466,93.2,High
player_6467,44.44,Medium
player_6468,37.71,Low
player_6469,45.96,Medium
player_6470,104.84,High
player_6471,64.94,Medium
player_6472,152.16,Very High
player_6473,16.76,Low
player_6474,259.95,Very High
player_6475,222.28,Very High
player_6476,47.8,Medium
player_6477,87.0,High
player_6478,220.12,Very High
player_6479,49.7,Medium
player_6480,76.36,Medium
player_6481,212.36,Very High
player_6482,49.72,Medium
player_6483,73.28,Medium
player_6484,64.82,Medium
player_6485,38.42,Low
player_6486,91.12,High
player_6487,268.65,Very High
player_6488,115.02000000000001,High
player_6489,117.75,High
player_6490,71.4,Medium
player_6491,54.48,Medium
player_6492,105.62,High
player_6493,81.24,High
player_6494,94.80000000000001,High
player_6495,45.84,Medium
player_6496,143.85,Very High
player_6497,64.28,Medium
player_6498,53.52,Medium
player_6499,0.0,Low
player_6500,23.15,Low
player_6501,99.1,High
player_6502,0.0,Low
player_6503,129.51,Very High
player_6504,114.47999999999999,High
player_6505,99.32,High
